Rep_ID,Rep_Name,Territory_ID,Manager_ID,Region,Email,Phone,Target,Achieved,Joining_Date,Status
REP0254,SalesRep_254,T143,M012,South,rep253@novacure.com,9348611942,1914302,1700020,2023-01-01,Active
REP0255,SalesRep_255,T192,M030,West,rep254@novacure.com,9985371782,1219226,4607040,2023-01-01,Inactive
REP0256,SalesRep_256,T193,M034,East,rep255@novacure.com,9962321407,984329,3801825,2023-01-01,Active
REP0257,SalesRep_257,T101,M042,North,rep256@novacure.com,9828270217,550645,3747273,2023-01-01,Active
REP0258,SalesRep_258,T169,M050,West,rep257@novacure.com,9277339128,3911105,1383447,2023-01-01,Active
REP0259,SalesRep_259,T162,M024,East,rep258@novacure.com,9855515826,3290537,1358736,2023-01-01,Active
REP0260,SalesRep_260,T070,M011,North,rep259@novacure.com,9610474015,4768139,2151219,2023-01-01,Inactive
REP0261,SalesRep_261,T001,M016,East,rep260@novacure.com,9405753393,3106999,4234922,2023-01-01,Active
REP0262,SalesRep_262,T149,M035,South,rep261@novacure.com,9707362164,3452488,2193568,2023-01-01,Active
REP0263,SalesRep_263,T047,M007,South,rep262@novacure.com,9874440684,2551154,261112,2023-01-01,Active
REP0264,SalesRep_264,T122,M027,South,rep263@novacure.com,9730339696,3662834,1261265,2023-01-01,Active
REP0265,SalesRep_265,T189,M037,North,rep264@novacure.com,9477742671,2133409,1892289,2023-01-01,Inactive
REP0266,SalesRep_266,T171,M036,South,rep265@novacure.com,9437263197,592608,4528006,2023-01-01,Inactive
REP0267,SalesRep_267,T143,M042,North,rep266@novacure.com,9496308401,4827831,1220258,2023-01-01,Active
REP0268,SalesRep_268,T179,M037,South,rep267@novacure.com,9365833646,1472213,747704,2023-01-01,Active
REP0269,SalesRep_269,T047,M040,East,rep268@novacure.com,9952443398,4141853,430028,2023-01-01,Active
REP0270,SalesRep_270,T073,M041,West,rep269@novacure.com,9540338784,4280739,2785986,2023-01-01,Active
REP0271,SalesRep_271,T064,M015,West,rep270@novacure.com,9511806773,3661327,2743468,2023-01-01,Active
REP0272,SalesRep_272,T042,M020,East,rep271@novacure.com,9459786232,2492319,762674,2023-01-01,Active
REP0273,SalesRep_273,T142,M025,West,rep272@novacure.com,9641001626,2811844,4641707,2023-01-01,Active
REP0274,SalesRep_274,T098,M046,South,rep273@novacure.com,9279029385,2478673,4842536,2023-01-01,Inactive
REP0275,SalesRep_275,T056,M028,West,rep274@novacure.com,9528557371,1838864,288777,2023-01-01,Active
REP0276,SalesRep_276,T050,M033,West,rep275@novacure.com,9833717559,516977,3406019,2023-01-01,Inactive
REP0277,SalesRep_277,T011,M048,South,rep276@novacure.com,9459876882,4230158,4614191,2023-01-01,Inactive
REP0278,SalesRep_278,T184,M045,North,rep277@novacure.com,9313505716,691157,4234972,2023-01-01,Active
REP0279,SalesRep_279,T193,M042,East,rep278@novacure.com,9492644743,2049540,1789015,2023-01-01,Active
REP0280,SalesRep_280,T095,M045,South,rep279@novacure.com,9774637019,4297954,280890,2023-01-01,Active
REP0281,SalesRep_281,T038,M032,North,rep280@novacure.com,9180492023,2004785,4080198,2023-01-01,Inactive
REP0282,SalesRep_282,T019,M050,East,rep281@novacure.com,9889996335,2959809,2184690,2023-01-01,Active
REP0283,SalesRep_283,T072,M038,West,rep282@novacure.com,9189770539,2620782,440024,2023-01-01,Inactive
REP0284,SalesRep_284,T067,M027,West,rep283@novacure.com,9480004207,721491,517989,2023-01-01,Inactive
REP0285,SalesRep_285,T137,M021,West,rep284@novacure.com,9306043913,4637570,4655249,2023-01-01,Active
REP0286,SalesRep_286,T161,M049,West,rep285@novacure.com,9649429151,3156300,1576327,2023-01-01,Active
REP0287,SalesRep_287,T030,M007,South,rep286@novacure.com,9440805329,2148425,2878869,2023-01-01,Active
REP0288,SalesRep_288,T177,M017,South,rep287@novacure.com,9865414902,916863,1997213,2023-01-01,Active
REP0289,SalesRep_289,T173,M047,North,rep288@novacure.com,9250953213,2938074,3233843,2023-01-01,Inactive
REP0290,SalesRep_290,T125,M031,North,rep289@novacure.com,9641093218,2728019,3797192,2023-01-01,Active
REP0291,SalesRep_291,T008,M034,West,rep290@novacure.com,9875058866,4153348,1426942,2023-01-01,Inactive
REP0292,SalesRep_292,T128,M027,West,rep291@novacure.com,9134451774,1992908,3046790,2023-01-01,Inactive
REP0293,SalesRep_293,T146,M001,North,rep292@novacure.com,9125472924,3744970,2925688,2023-01-01,Active
REP0294,SalesRep_294,T025,M009,West,rep293@novacure.com,9920996682,2808732,1231719,2023-01-01,Active
REP0295,SalesRep_295,T004,M021,North,rep294@novacure.com,9524818927,3096403,4721927,2023-01-01,Inactive
REP0296,SalesRep_296,T080,M045,North,rep295@novacure.com,9563571863,1118387,1417985,2023-01-01,Inactive
REP0297,SalesRep_297,T180,M027,East,rep296@novacure.com,9416471903,4451837,2688092,2023-01-01,Inactive
REP0298,SalesRep_298,T040,M024,East,rep297@novacure.com,9641756493,1070161,267278,2023-01-01,Inactive
REP0299,SalesRep_299,T044,M014,West,rep298@novacure.com,9110946887,4686449,2268316,2023-01-01,Inactive
REP0300,SalesRep_300,T057,M029,North,rep299@novacure.com,9711824177,2101800,1214639,2023-01-01,Active
REP0301,SalesRep_301,T051,M001,East,rep300@novacure.com,9770686474,596374,4432462,2023-01-01,Inactive
REP0302,SalesRep_302,T098,M041,South,rep301@novacure.com,9169355594,1569302,387186,2023-01-01,Inactive
REP0303,SalesRep_303,T101,M048,South,rep302@novacure.com,9902165635,2248558,2576845,2023-01-01,Inactive
REP0304,SalesRep_304,T130,M013,East,rep303@novacure.com,9861169737,3030035,3582285,2023-01-01,Inactive
REP0305,SalesRep_305,T009,M033,West,rep304@novacure.com,9625219618,1882741,453832,2023-01-01,Active
REP0306,SalesRep_306,T105,M005,North,rep305@novacure.com,9592228592,1380228,4108312,2023-01-01,Active
REP0307,SalesRep_307,T095,M050,West,rep306@novacure.com,9368695847,1549106,3715697,2023-01-01,Inactive
REP0308,SalesRep_308,T170,M050,South,rep307@novacure.com,9180330949,4491427,226274,2023-01-01,Inactive
REP0309,SalesRep_309,T150,M031,East,rep308@novacure.com,9438083198,3015367,4332917,2023-01-01,Active
REP0310,SalesRep_310,T017,M046,West,rep309@novacure.com,9958303288,592182,3573291,2023-01-01,Active
REP0311,SalesRep_311,T040,M019,East,rep310@novacure.com,9986378972,1291436,2836419,2023-01-01,Inactive
REP0312,SalesRep_312,T116,M036,South,rep311@novacure.com,9756268475,4004236,4148563,2023-01-01,Inactive
REP0313,SalesRep_313,T149,M016,East,rep312@novacure.com,9693039048,932794,1555443,2023-01-01,Inactive
REP0314,SalesRep_314,T187,M049,West,rep313@novacure.com,9661661857,2154053,4578237,2023-01-01,Active
REP0315,SalesRep_315,T181,M019,East,rep314@novacure.com,9853847480,4818735,3304684,2023-01-01,Inactive
REP0316,SalesRep_316,T128,M048,West,rep315@novacure.com,9537680485,588980,3678737,2023-01-01,Active
REP0317,SalesRep_317,T043,M031,North,rep316@novacure.com,9181973676,526428,3307702,2023-01-01,Active
REP0318,SalesRep_318,T107,M033,West,rep317@novacure.com,9563750499,4896593,238062,2023-01-01,Inactive
REP0319,SalesRep_319,T067,M017,West,rep318@novacure.com,9775210415,1555969,4230785,2023-01-01,Inactive
REP0320,SalesRep_320,T167,M017,North,rep319@novacure.com,9637246382,529664,247724,2023-01-01,Active
REP0321,SalesRep_321,T082,M020,West,rep320@novacure.com,9761755570,2054099,176178,2023-01-01,Active
REP0322,SalesRep_322,T094,M014,West,rep321@novacure.com,9475800976,1395788,2631132,2023-01-01,Active
REP0323,SalesRep_323,T179,M035,North,rep322@novacure.com,9472555416,4378053,1646349,2023-01-01,Inactive
REP0324,SalesRep_324,T019,M018,West,rep323@novacure.com,9118907565,781434,2601560,2023-01-01,Active
REP0325,SalesRep_325,T020,M006,South,rep324@novacure.com,9767585358,3386404,756100,2023-01-01,Inactive
REP0326,SalesRep_326,T088,M017,West,rep325@novacure.com,9897890038,1752683,1687911,2023-01-01,Active
REP0327,SalesRep_327,T184,M006,North,rep326@novacure.com,9782882773,4643991,1397559,2023-01-01,Active
REP0328,SalesRep_328,T130,M034,North,rep327@novacure.com,9762397478,2991271,3059793,2023-01-01,Inactive
REP0329,SalesRep_329,T162,M008,South,rep328@novacure.com,9118588896,1946154,402118,2023-01-01,Active
REP0330,SalesRep_330,T133,M044,West,rep329@novacure.com,9749016311,4550765,3117431,2023-01-01,Inactive
REP0331,SalesRep_331,T104,M029,East,rep330@novacure.com,9927300907,3318469,2433258,2023-01-01,Active
REP0332,SalesRep_332,T080,M033,East,rep331@novacure.com,9624645485,2740191,4973009,2023-01-01,Inactive
REP0333,SalesRep_333,T049,M020,East,rep332@novacure.com,9325204469,959024,2076048,2023-01-01,Inactive
REP0334,SalesRep_334,T181,M014,South,rep333@novacure.com,9584373725,919069,2682435,2023-01-01,Active
REP0335,SalesRep_335,T048,M033,South,rep334@novacure.com,9691684748,4398343,3539426,2023-01-01,Active
REP0336,SalesRep_336,T191,M035,East,rep335@novacure.com,9592117171,1523264,590956,2023-01-01,Active
REP0337,SalesRep_337,T135,M049,North,rep336@novacure.com,9393114176,4670121,1758240,2023-01-01,Active
REP0338,SalesRep_338,T021,M001,South,rep337@novacure.com,9719844715,4074966,325126,2023-01-01,Inactive
REP0339,SalesRep_339,T082,M004,West,rep338@novacure.com,9217175620,4198166,1155606,2023-01-01,Active
REP0340,SalesRep_340,T027,M026,East,rep339@novacure.com,9386102652,1167561,2975671,2023-01-01,Active
REP0341,SalesRep_341,T145,M038,West,rep340@novacure.com,9164080755,2998118,4841524,2023-01-01,Active
REP0342,SalesRep_342,T183,M025,East,rep341@novacure.com,9229857267,1579959,1861594,2023-01-01,Inactive
REP0343,SalesRep_343,T162,M015,West,rep342@novacure.com,9843714266,2070535,4907143,2023-01-01,Active
REP0344,SalesRep_344,T027,M009,West,rep343@novacure.com,9163703092,4482080,3656092,2023-01-01,Inactive
REP0345,SalesRep_345,T090,M027,South,rep344@novacure.com,9806159596,2685994,622045,2023-01-01,Active
REP0346,SalesRep_346,T088,M041,West,rep345@novacure.com,9177177081,3580862,517529,2023-01-01,Inactive
REP0347,SalesRep_347,T040,M016,East,rep346@novacure.com,9649669208,823091,2766127,2023-01-01,Inactive
REP0348,SalesRep_348,T185,M047,South,rep347@novacure.com,9932680063,4389383,3799059,2023-01-01,Active
REP0349,SalesRep_349,T150,M045,West,rep348@novacure.com,9432990452,3010568,3895157,2023-01-01,Inactive
REP0350,SalesRep_350,T158,M032,West,rep349@novacure.com,9318794408,3220372,2324447,2023-01-01,Active
REP0351,SalesRep_351,T011,M048,East,rep350@novacure.com,9711516891,2507940,485886,2023-01-01,Active
REP0352,SalesRep_352,T023,M045,East,rep351@novacure.com,9105747753,1623225,3911279,2023-01-01,Inactive
REP0353,SalesRep_353,T051,M037,East,rep352@novacure.com,9506518082,4622845,2362541,2023-01-01,Active
REP0354,SalesRep_354,T154,M033,South,rep353@novacure.com,9120597563,4464001,4601698,2023-01-01,Active
REP0355,SalesRep_355,T160,M046,East,rep354@novacure.com,9969254138,869801,3067624,2023-01-01,Active
REP0356,SalesRep_356,T161,M003,North,rep355@novacure.com,9301851810,2457664,4734469,2023-01-01,Inactive
REP0357,SalesRep_357,T179,M008,North,rep356@novacure.com,9684620864,3830642,2461090,2023-01-01,Active
REP0358,SalesRep_358,T041,M031,East,rep357@novacure.com,9705708710,3570019,1854582,2023-01-01,Inactive
REP0359,SalesRep_359,T070,M049,West,rep358@novacure.com,9983647990,1016579,1776830,2023-01-01,Inactive
REP0360,SalesRep_360,T168,M040,East,rep359@novacure.com,9612684807,1159922,234465,2023-01-01,Active
REP0361,SalesRep_361,T086,M023,South,rep360@novacure.com,9214500151,940146,1749788,2023-01-01,Active
REP0362,SalesRep_362,T014,M048,South,rep361@novacure.com,9166847403,3163373,3935478,2023-01-01,Inactive
REP0363,SalesRep_363,T065,M043,West,rep362@novacure.com,9163540918,4566012,2956964,2023-01-01,Inactive
REP0364,SalesRep_364,T031,M025,South,rep363@novacure.com,9290743401,2556606,2814624,2023-01-01,Active
REP0365,SalesRep_365,T148,M032,West,rep364@novacure.com,9216760019,1311803,2926624,2023-01-01,Active
REP0366,SalesRep_366,T029,M036,South,rep365@novacure.com,9742410417,4961349,1516244,2023-01-01,Inactive
REP0367,SalesRep_367,T148,M008,East,rep366@novacure.com,9241445136,3037130,2943139,2023-01-01,Active
REP0368,SalesRep_368,T036,M020,South,rep367@novacure.com,9222601654,1691281,3484711,2023-01-01,Active
REP0369,SalesRep_369,T095,M009,West,rep368@novacure.com,9620096439,4014298,1476301,2023-01-01,Inactive
REP0370,SalesRep_370,T020,M007,West,rep369@novacure.com,9549393565,1089800,575900,2023-01-01,Inactive
REP0371,SalesRep_371,T128,M045,North,rep370@novacure.com,9115573435,944415,3178464,2023-01-01,Active
REP0372,SalesRep_372,T156,M035,East,rep371@novacure.com,9971938637,2674432,1944613,2023-01-01,Active
REP0373,SalesRep_373,T045,M049,West,rep372@novacure.com,9241155872,1407105,3761005,2023-01-01,Inactive
REP0374,SalesRep_374,T003,M026,North,rep373@novacure.com,9142185792,3210485,2359097,2023-01-01,Active
REP0375,SalesRep_375,T006,M020,South,rep374@novacure.com,9359537563,4168509,1469691,2023-01-01,Active
REP0376,SalesRep_376,T027,M010,North,rep375@novacure.com,9164746648,732871,2275150,2023-01-01,Active
REP0377,SalesRep_377,T197,M023,West,rep376@novacure.com,9515697393,3544139,3164475,2023-01-01,Active
REP0378,SalesRep_378,T133,M009,West,rep377@novacure.com,9433086552,964848,2899388,2023-01-01,Inactive
REP0379,SalesRep_379,T073,M013,West,rep378@novacure.com,9819652510,2329656,766240,2023-01-01,Inactive
REP0380,SalesRep_380,T119,M039,South,rep379@novacure.com,9914948601,945180,924335,2023-01-01,Active
REP0381,SalesRep_381,T046,M036,West,rep380@novacure.com,9162543704,2527106,3331323,2023-01-01,Active
REP0382,SalesRep_382,T116,M035,East,rep381@novacure.com,9173244946,3116099,3995533,2023-01-01,Active
REP0383,SalesRep_383,T153,M046,South,rep382@novacure.com,9992392988,2206989,1867236,2023-01-01,Inactive
REP0384,SalesRep_384,T008,M016,West,rep383@novacure.com,9542663486,4087197,4943116,2023-01-01,Inactive
REP0385,SalesRep_385,T053,M020,South,rep384@novacure.com,9886609999,2673166,4252039,2023-01-01,Inactive
REP0386,SalesRep_386,T117,M033,West,rep385@novacure.com,9893557549,2952412,3581658,2023-01-01,Active
REP0387,SalesRep_387,T097,M028,West,rep386@novacure.com,9884998767,2565070,2384915,2023-01-01,Inactive
REP0388,SalesRep_388,T129,M035,South,rep387@novacure.com,9557340608,1844978,1899680,2023-01-01,Active
REP0389,SalesRep_389,T106,M029,South,rep388@novacure.com,9253481568,606157,1604790,2023-01-01,Inactive
REP0390,SalesRep_390,T191,M040,North,rep389@novacure.com,9601263967,2056260,2629241,2023-01-01,Active
REP0391,SalesRep_391,T173,M047,South,rep390@novacure.com,9656357357,727692,1332207,2023-01-01,Inactive
REP0392,SalesRep_392,T018,M007,West,rep391@novacure.com,9127772665,4524647,862585,2023-01-01,Inactive
REP0393,SalesRep_393,T196,M044,West,rep392@novacure.com,9402500911,502693,572907,2023-01-01,Active
REP0394,SalesRep_394,T200,M021,South,rep393@novacure.com,9425003072,2083006,1877655,2023-01-01,Inactive
REP0395,SalesRep_395,T046,M020,West,rep394@novacure.com,9724114538,1390091,1816882,2023-01-01,Inactive
REP0396,SalesRep_396,T098,M032,West,rep395@novacure.com,9934318705,4981248,2217316,2023-01-01,Inactive
REP0397,SalesRep_397,T134,M042,East,rep396@novacure.com,9203158331,3009621,360887,2023-01-01,Active
REP0398,SalesRep_398,T183,M014,North,rep397@novacure.com,9490184218,3836717,1305705,2023-01-01,Active
REP0399,SalesRep_399,T167,M030,East,rep398@novacure.com,9506607933,2281776,4271232,2023-01-01,Inactive
REP0400,SalesRep_400,T006,M038,West,rep399@novacure.com,9873860993,4604809,864245,2023-01-01,Active
REP0401,SalesRep_401,T160,M034,East,rep400@novacure.com,9355785508,1470900,513170,2023-01-01,Inactive
REP0402,SalesRep_402,T116,M033,North,rep401@novacure.com,9846201153,2321280,1361337,2023-01-01,Active
REP0403,SalesRep_403,T090,M026,East,rep402@novacure.com,9177948396,3530436,4449195,2023-01-01,Active
REP0404,SalesRep_404,T001,M044,North,rep403@novacure.com,9749500986,1252553,2153877,2023-01-01,Inactive
REP0405,SalesRep_405,T192,M012,West,rep404@novacure.com,9576599690,1751068,2705916,2023-01-01,Inactive
REP0406,SalesRep_406,T137,M030,South,rep405@novacure.com,9425674240,2492884,2893577,2023-01-01,Inactive
REP0407,SalesRep_407,T165,M041,West,rep406@novacure.com,9439018744,992238,1005607,2023-01-01,Active
REP0408,SalesRep_408,T180,M030,North,rep407@novacure.com,9879810147,2855019,2948046,2023-01-01,Inactive
REP0409,SalesRep_409,T056,M034,East,rep408@novacure.com,9736355666,3185849,305790,2023-01-01,Active
REP0410,SalesRep_410,T162,M023,East,rep409@novacure.com,9365321504,3134936,1626505,2023-01-01,Inactive
REP0411,SalesRep_411,T051,M003,West,rep410@novacure.com,9921526399,3264133,1109331,2023-01-01,Active
REP0412,SalesRep_412,T012,M009,West,rep411@novacure.com,9967640387,827652,1371876,2023-01-01,Inactive
REP0413,SalesRep_413,T177,M032,West,rep412@novacure.com,9356647478,1418541,1763889,2023-01-01,Active
REP0414,SalesRep_414,T161,M022,West,rep413@novacure.com,9739431933,4768175,4030538,2023-01-01,Active
REP0415,SalesRep_415,T183,M003,South,rep414@novacure.com,9929915209,3422440,3173882,2023-01-01,Inactive
REP0416,SalesRep_416,T173,M037,East,rep415@novacure.com,9636888591,596436,556843,2023-01-01,Active
REP0417,SalesRep_417,T097,M025,West,rep416@novacure.com,9110340588,3440953,2409296,2023-01-01,Active
REP0418,SalesRep_418,T072,M031,East,rep417@novacure.com,9605292114,4577778,1199340,2023-01-01,Active
REP0419,SalesRep_419,T160,M021,East,rep418@novacure.com,9258790976,4370886,3767405,2023-01-01,Inactive
REP0420,SalesRep_420,T006,M014,East,rep419@novacure.com,9781236721,820315,4109788,2023-01-01,Inactive
REP0421,SalesRep_421,T140,M043,West,rep420@novacure.com,9266987330,1456443,2017690,2023-01-01,Active
REP0422,SalesRep_422,T037,M043,North,rep421@novacure.com,9931740045,4635995,2257240,2023-01-01,Active
REP0423,SalesRep_423,T108,M034,East,rep422@novacure.com,9282451200,810867,2605622,2023-01-01,Inactive
REP0424,SalesRep_424,T175,M009,North,rep423@novacure.com,9878089990,1211503,1290232,2023-01-01,Inactive
REP0425,SalesRep_425,T135,M004,North,rep424@novacure.com,9799694299,4832904,4265207,2023-01-01,Active
REP0426,SalesRep_426,T048,M037,North,rep425@novacure.com,9440653890,3256594,1917821,2023-01-01,Active
REP0427,SalesRep_427,T075,M032,West,rep426@novacure.com,9183975157,2086214,2196966,2023-01-01,Inactive
REP0428,SalesRep_428,T103,M048,West,rep427@novacure.com,9578698271,4530097,3293276,2023-01-01,Inactive
REP0429,SalesRep_429,T010,M012,East,rep428@novacure.com,9455359765,1210720,3321235,2023-01-01,Active
REP0430,SalesRep_430,T050,M033,East,rep429@novacure.com,9335623406,1590741,1683528,2023-01-01,Inactive
REP0431,SalesRep_431,T161,M050,West,rep430@novacure.com,9683241624,1651716,4928324,2023-01-01,Inactive
REP0432,SalesRep_432,T020,M010,North,rep431@novacure.com,9748311290,525016,1871718,2023-01-01,Active
REP0433,SalesRep_433,T005,M027,West,rep432@novacure.com,9174076856,3371634,4890524,2023-01-01,Active
REP0434,SalesRep_434,T120,M025,West,rep433@novacure.com,9682902167,2913528,4856818,2023-01-01,Inactive
REP0435,SalesRep_435,T135,M003,North,rep434@novacure.com,9592256685,982006,2299686,2023-01-01,Inactive
REP0436,SalesRep_436,T040,M005,North,rep435@novacure.com,9880257529,2750023,3713216,2023-01-01,Active
REP0437,SalesRep_437,T103,M047,West,rep436@novacure.com,9122383859,4413436,3580247,2023-01-01,Inactive
REP0438,SalesRep_438,T063,M023,East,rep437@novacure.com,9626524643,4842433,318764,2023-01-01,Active
REP0439,SalesRep_439,T052,M022,North,rep438@novacure.com,9779493967,3919750,1111485,2023-01-01,Inactive
REP0440,SalesRep_440,T072,M048,South,rep439@novacure.com,9414401585,4070682,3731791,2023-01-01,Inactive
REP0441,SalesRep_441,T049,M047,North,rep440@novacure.com,9749401519,2487172,3983918,2023-01-01,Inactive
REP0442,SalesRep_442,T110,M007,West,rep441@novacure.com,9848639454,664548,1734087,2023-01-01,Inactive
REP0443,SalesRep_443,T059,M035,West,rep442@novacure.com,9316760798,4977367,4484051,2023-01-01,Active
REP0444,SalesRep_444,T091,M042,North,rep443@novacure.com,9665725208,2541986,1681207,2023-01-01,Active
REP0445,SalesRep_445,T041,M005,West,rep444@novacure.com,9929847492,2334060,3758455,2023-01-01,Active
REP0446,SalesRep_446,T169,M016,South,rep445@novacure.com,9912632056,3285320,2035536,2023-01-01,Active
REP0447,SalesRep_447,T135,M018,East,rep446@novacure.com,9211366737,3101335,1394501,2023-01-01,Active
REP0448,SalesRep_448,T093,M028,North,rep447@novacure.com,9914957047,1888997,1806171,2023-01-01,Inactive
REP0449,SalesRep_449,T175,M041,West,rep448@novacure.com,9365235770,3948834,1326585,2023-01-01,Inactive
REP0450,SalesRep_450,T146,M027,East,rep449@novacure.com,9532278554,500391,914400,2023-01-01,Active
REP0451,SalesRep_451,T021,M027,South,rep450@novacure.com,9484364882,580688,4977133,2023-01-01,Active
REP0452,SalesRep_452,T072,M025,South,rep451@novacure.com,9182772061,4988881,3992703,2023-01-01,Inactive
REP0453,SalesRep_453,T053,M039,West,rep452@novacure.com,9179529022,2305455,155663,2023-01-01,Active
REP0454,SalesRep_454,T032,M004,North,rep453@novacure.com,9687441671,1835423,3989806,2023-01-01,Active
REP0455,SalesRep_455,T153,M034,East,rep454@novacure.com,9115930131,3711543,265768,2023-01-01,Inactive
REP0456,SalesRep_456,T019,M022,West,rep455@novacure.com,9782324677,2470401,4880069,2023-01-01,Active
REP0457,SalesRep_457,T199,M046,East,rep456@novacure.com,9897090775,536769,2238472,2023-01-01,Inactive
REP0458,SalesRep_458,T194,M008,West,rep457@novacure.com,9567000381,2335921,4331113,2023-01-01,Active
REP0459,SalesRep_459,T097,M034,East,rep458@novacure.com,9485825592,2451156,3591395,2023-01-01,Inactive
REP0460,SalesRep_460,T191,M049,North,rep459@novacure.com,9856521359,4313534,3495854,2023-01-01,Inactive
REP0461,SalesRep_461,T159,M005,East,rep460@novacure.com,9121362933,2423658,2852771,2023-01-01,Active
REP0462,SalesRep_462,T024,M044,South,rep461@novacure.com,9757696996,4690295,1810004,2023-01-01,Inactive
REP0463,SalesRep_463,T167,M031,West,rep462@novacure.com,9394724461,991743,2057770,2023-01-01,Active
REP0464,SalesRep_464,T146,M034,West,rep463@novacure.com,9353164103,2119861,2991145,2023-01-01,Active
REP0465,SalesRep_465,T086,M014,North,rep464@novacure.com,9993992950,781991,1894197,2023-01-01,Active
REP0466,SalesRep_466,T134,M019,South,rep465@novacure.com,9480562754,3783929,4342712,2023-01-01,Active
REP0467,SalesRep_467,T132,M024,East,rep466@novacure.com,9441089486,3900458,711885,2023-01-01,Inactive
REP0468,SalesRep_468,T002,M022,East,rep467@novacure.com,9943865356,3109890,3836355,2023-01-01,Inactive
REP0469,SalesRep_469,T153,M005,West,rep468@novacure.com,9798778235,4862650,3510378,2023-01-01,Inactive
REP0470,SalesRep_470,T097,M044,West,rep469@novacure.com,9988093370,4017598,1970266,2023-01-01,Active
REP0471,SalesRep_471,T138,M005,North,rep470@novacure.com,9738949981,1662143,2160131,2023-01-01,Active
REP0472,SalesRep_472,T086,M028,South,rep471@novacure.com,9406579760,4452364,2871584,2023-01-01,Active
REP0473,SalesRep_473,T130,M007,South,rep472@novacure.com,9150915198,4101825,3753594,2023-01-01,Active
REP0474,SalesRep_474,T086,M023,North,rep473@novacure.com,9748497070,4294504,1094372,2023-01-01,Inactive
REP0475,SalesRep_475,T057,M008,North,rep474@novacure.com,9237553809,4707975,1260860,2023-01-01,Active
REP0476,SalesRep_476,T110,M046,East,rep475@novacure.com,9527767458,3010806,2328462,2023-01-01,Inactive
REP0477,SalesRep_477,T196,M027,North,rep476@novacure.com,9175086179,2588527,990425,2023-01-01,Active
REP0478,SalesRep_478,T200,M041,North,rep477@novacure.com,9702338539,1037707,1212626,2023-01-01,Inactive
REP0479,SalesRep_479,T189,M024,North,rep478@novacure.com,9829367085,3702136,2664036,2023-01-01,Active
REP0480,SalesRep_480,T168,M034,West,rep479@novacure.com,9405606402,2657057,3002647,2023-01-01,Active
REP0481,SalesRep_481,T058,M023,South,rep480@novacure.com,9223620075,2496964,1438337,2023-01-01,Inactive
REP0482,SalesRep_482,T192,M008,North,rep481@novacure.com,9671178946,4254292,186390,2023-01-01,Active
REP0483,SalesRep_483,T029,M029,North,rep482@novacure.com,9468859959,4671426,426121,2023-01-01,Active
REP0484,SalesRep_484,T100,M009,South,rep483@novacure.com,9599694929,3448877,3910626,2023-01-01,Inactive
REP0485,SalesRep_485,T063,M010,North,rep484@novacure.com,9782496634,1833928,2002126,2023-01-01,Inactive
REP0486,SalesRep_486,T117,M025,West,rep485@novacure.com,9759350242,2141898,123656,2023-01-01,Active
REP0487,SalesRep_487,T096,M011,East,rep486@novacure.com,9729036124,1026665,4565550,2023-01-01,Active
REP0488,SalesRep_488,T104,M012,South,rep487@novacure.com,9300285487,3580843,2001003,2023-01-01,Active
REP0489,SalesRep_489,T045,M004,East,rep488@novacure.com,9941818800,1860627,3555722,2023-01-01,Inactive
REP0490,SalesRep_490,T030,M039,North,rep489@novacure.com,9425193603,4431706,4156211,2023-01-01,Active
REP0491,SalesRep_491,T037,M033,East,rep490@novacure.com,9649422274,4347831,2580522,2023-01-01,Inactive
REP0492,SalesRep_492,T076,M012,East,rep491@novacure.com,9942479235,4876664,162388,2023-01-01,Inactive
REP0493,SalesRep_493,T037,M007,South,rep492@novacure.com,9953924816,3846186,3822656,2023-01-01,Inactive
REP0494,SalesRep_494,T068,M047,West,rep493@novacure.com,9432507512,697859,496482,2023-01-01,Active
REP0495,SalesRep_495,T166,M038,South,rep494@novacure.com,9489130432,3558580,3802942,2023-01-01,Active
REP0496,SalesRep_496,T161,M013,South,rep495@novacure.com,9533382437,667354,973802,2023-01-01,Inactive
REP0497,SalesRep_497,T086,M050,South,rep496@novacure.com,9108375747,2907105,4751157,2023-01-01,Inactive
REP0498,SalesRep_498,T153,M021,West,rep497@novacure.com,9349037536,1565381,543508,2023-01-01,Active
REP0499,SalesRep_499,T065,M010,North,rep498@novacure.com,9591275793,2038508,2347788,2023-01-01,Active
REP0500,SalesRep_500,T123,M032,North,rep499@novacure.com,9983829292,939178,628718,2023-01-01,Active
