HCP_ID,Doctor_Name,Specialization,Hospital_ID,Territory_ID,Qualification,Experience_Years,City,Email,Phone,Status,Join_Date,Gender
HCP00780,Dr_780,Neurologist,HOS0585,T071,DM,15,Hyderabad,dr779@novacure.com,9927622432,Active,2024-01-01,M
HCP00781,Dr_781,Diabetologist,HOS0855,T026,MD,17,Hyderabad,dr780@novacure.com,9427143228,Inactive,2024-01-01,F
HCP00782,Dr_782,Physician,HOS0718,T085,MBBS,22,Hyderabad,dr781@novacure.com,9811769886,Active,2024-01-01,F
HCP00783,Dr_783,Physician,HOS0133,T137,MD,2,Chennai,dr782@novacure.com,9118165176,Inactive,2024-01-01,M
HCP00784,Dr_784,Cardiologist,HOS0883,T098,MBBS,23,Chennai,dr783@novacure.com,9145883346,Inactive,2024-01-01,M
HCP00785,Dr_785,Oncologist,HOS0724,T128,MBBS,4,Hyderabad,dr784@novacure.com,9261739328,Active,2024-01-01,M
HCP00786,Dr_786,Pulmonologist,HOS0254,T086,MD,4,Pune,dr785@novacure.com,9491921477,Active,2024-01-01,M
HCP00787,Dr_787,Oncologist,HOS0187,T142,DM,26,Chennai,dr786@novacure.com,9978711173,Active,2024-01-01,M
HCP00788,Dr_788,Physician,HOS0745,T138,DM,27,Chennai,dr787@novacure.com,9372566491,Active,2024-01-01,F
HCP00789,Dr_789,Physician,HOS0237,T065,DM,3,Hyderabad,dr788@novacure.com,9461418681,Inactive,2024-01-01,F
HCP00790,Dr_790,Cardiologist,HOS0524,T168,MD,13,Pune,dr789@novacure.com,9969839141,Active,2024-01-01,F
HCP00791,Dr_791,Cardiologist,HOS0178,T136,DM,8,Hyderabad,dr790@novacure.com,9539681221,Inactive,2024-01-01,M
HCP00792,Dr_792,Pulmonologist,HOS0824,T063,DM,15,Hyderabad,dr791@novacure.com,9730526452,Active,2024-01-01,F
HCP00793,Dr_793,Pulmonologist,HOS0610,T032,DM,26,Pune,dr792@novacure.com,9742954372,Active,2024-01-01,M
HCP00794,Dr_794,Cardiologist,HOS0283,T184,MBBS,18,Delhi,dr793@novacure.com,9322912913,Inactive,2024-01-01,F
HCP00795,Dr_795,Oncologist,HOS0661,T025,DM,32,Delhi,dr794@novacure.com,9531557527,Inactive,2024-01-01,M
HCP00796,Dr_796,Neurologist,HOS0863,T126,MD,2,Pune,dr795@novacure.com,9157261967,Inactive,2024-01-01,F
HCP00797,Dr_797,Physician,HOS0411,T193,MBBS,12,Delhi,dr796@novacure.com,9974773042,Active,2024-01-01,F
HCP00798,Dr_798,Cardiologist,HOS0822,T177,MD,25,Delhi,dr797@novacure.com,9187842234,Inactive,2024-01-01,M
HCP00799,Dr_799,Cardiologist,HOS0536,T126,DM,21,Delhi,dr798@novacure.com,9979364651,Inactive,2024-01-01,M
HCP00800,Dr_800,Diabetologist,HOS0208,T029,MD,1,Delhi,dr799@novacure.com,9988561047,Active,2024-01-01,M
HCP00801,Dr_801,Neurologist,HOS0166,T045,DM,9,Hyderabad,dr800@novacure.com,9471975937,Inactive,2024-01-01,F
HCP00802,Dr_802,Oncologist,HOS0622,T100,DM,19,Pune,dr801@novacure.com,9879053197,Inactive,2024-01-01,F
HCP00803,Dr_803,Cardiologist,HOS0477,T186,DM,25,Chennai,dr802@novacure.com,9176068602,Inactive,2024-01-01,M
HCP00804,Dr_804,Cardiologist,HOS0546,T005,MD,16,Hyderabad,dr803@novacure.com,9926370956,Inactive,2024-01-01,M
HCP00805,Dr_805,Pulmonologist,HOS0075,T082,MBBS,13,Chennai,dr804@novacure.com,9795691846,Inactive,2024-01-01,M
HCP00806,Dr_806,Oncologist,HOS0088,T124,MD,34,Hyderabad,dr805@novacure.com,9524349605,Inactive,2024-01-01,M
HCP00807,Dr_807,Physician,HOS0399,T107,DM,5,Delhi,dr806@novacure.com,9129412858,Inactive,2024-01-01,M
HCP00808,Dr_808,Cardiologist,HOS0445,T156,DM,18,Delhi,dr807@novacure.com,9346408444,Active,2024-01-01,M
HCP00809,Dr_809,Oncologist,HOS0464,T193,MD,12,Chennai,dr808@novacure.com,9234876198,Inactive,2024-01-01,F
HCP00810,Dr_810,Neurologist,HOS0750,T038,DM,34,Pune,dr809@novacure.com,9523599392,Inactive,2024-01-01,M
HCP00811,Dr_811,Pulmonologist,HOS0160,T020,MBBS,18,Pune,dr810@novacure.com,9618954432,Inactive,2024-01-01,F
HCP00812,Dr_812,Physician,HOS0815,T112,MBBS,15,Pune,dr811@novacure.com,9365225918,Inactive,2024-01-01,F
HCP00813,Dr_813,Neurologist,HOS0153,T142,MBBS,13,Hyderabad,dr812@novacure.com,9368819461,Inactive,2024-01-01,F
HCP00814,Dr_814,Pulmonologist,HOS0589,T013,DM,16,Pune,dr813@novacure.com,9647973142,Active,2024-01-01,F
HCP00815,Dr_815,Pulmonologist,HOS0347,T069,MD,32,Delhi,dr814@novacure.com,9195139598,Inactive,2024-01-01,F
HCP00816,Dr_816,Oncologist,HOS0551,T074,DM,1,Hyderabad,dr815@novacure.com,9107217722,Active,2024-01-01,F
HCP00817,Dr_817,Oncologist,HOS0239,T155,MBBS,24,Pune,dr816@novacure.com,9160868953,Inactive,2024-01-01,M
HCP00818,Dr_818,Diabetologist,HOS0323,T120,MBBS,11,Pune,dr817@novacure.com,9642549359,Active,2024-01-01,F
HCP00819,Dr_819,Pulmonologist,HOS0427,T016,MD,27,Chennai,dr818@novacure.com,9851726790,Active,2024-01-01,F
HCP00820,Dr_820,Diabetologist,HOS0242,T192,MD,10,Hyderabad,dr819@novacure.com,9534282117,Active,2024-01-01,M
HCP00821,Dr_821,Physician,HOS0355,T056,MD,19,Delhi,dr820@novacure.com,9563618244,Inactive,2024-01-01,F
HCP00822,Dr_822,Cardiologist,HOS0614,T132,DM,10,Delhi,dr821@novacure.com,9317777542,Active,2024-01-01,M
HCP00823,Dr_823,Cardiologist,HOS0548,T039,MBBS,6,Hyderabad,dr822@novacure.com,9517071066,Inactive,2024-01-01,F
HCP00824,Dr_824,Pulmonologist,HOS0867,T042,MBBS,22,Hyderabad,dr823@novacure.com,9521102376,Active,2024-01-01,M
HCP00825,Dr_825,Diabetologist,HOS0309,T150,MD,14,Hyderabad,dr824@novacure.com,9713227584,Inactive,2024-01-01,F
HCP00826,Dr_826,Oncologist,HOS0802,T039,MD,25,Delhi,dr825@novacure.com,9773849152,Inactive,2024-01-01,M
HCP00827,Dr_827,Diabetologist,HOS0222,T188,MBBS,7,Delhi,dr826@novacure.com,9636906970,Inactive,2024-01-01,F
HCP00828,Dr_828,Pulmonologist,HOS0466,T162,MD,19,Chennai,dr827@novacure.com,9507956898,Active,2024-01-01,M
HCP00829,Dr_829,Cardiologist,HOS0025,T039,DM,8,Hyderabad,dr828@novacure.com,9924161566,Inactive,2024-01-01,F
HCP00830,Dr_830,Neurologist,HOS0129,T069,DM,14,Hyderabad,dr829@novacure.com,9685211446,Active,2024-01-01,M
HCP00831,Dr_831,Oncologist,HOS0196,T071,MBBS,1,Chennai,dr830@novacure.com,9195052745,Active,2024-01-01,M
HCP00832,Dr_832,Cardiologist,HOS0252,T015,MBBS,21,Chennai,dr831@novacure.com,9450480761,Active,2024-01-01,M
HCP00833,Dr_833,Oncologist,HOS0951,T128,DM,24,Hyderabad,dr832@novacure.com,9877441530,Inactive,2024-01-01,F
HCP00834,Dr_834,Neurologist,HOS0263,T159,DM,1,Chennai,dr833@novacure.com,9630439354,Inactive,2024-01-01,M
HCP00835,Dr_835,Diabetologist,HOS0049,T049,MD,35,Hyderabad,dr834@novacure.com,9981971271,Inactive,2024-01-01,M
HCP00836,Dr_836,Diabetologist,HOS0008,T147,MBBS,30,Hyderabad,dr835@novacure.com,9751449046,Inactive,2024-01-01,F
HCP00837,Dr_837,Oncologist,HOS0680,T079,MD,16,Delhi,dr836@novacure.com,9726102798,Inactive,2024-01-01,F
HCP00838,Dr_838,Cardiologist,HOS0288,T109,MBBS,15,Hyderabad,dr837@novacure.com,9484203830,Active,2024-01-01,M
HCP00839,Dr_839,Physician,HOS0203,T007,MBBS,29,Hyderabad,dr838@novacure.com,9847570975,Inactive,2024-01-01,M
HCP00840,Dr_840,Pulmonologist,HOS0979,T134,MD,11,Hyderabad,dr839@novacure.com,9832973330,Active,2024-01-01,F
HCP00841,Dr_841,Pulmonologist,HOS0703,T139,DM,1,Hyderabad,dr840@novacure.com,9749326517,Active,2024-01-01,M
HCP00842,Dr_842,Cardiologist,HOS0151,T004,MD,5,Delhi,dr841@novacure.com,9872703034,Active,2024-01-01,M
HCP00843,Dr_843,Neurologist,HOS0209,T028,MD,4,Hyderabad,dr842@novacure.com,9847407442,Inactive,2024-01-01,F
HCP00844,Dr_844,Pulmonologist,HOS0561,T013,MBBS,14,Pune,dr843@novacure.com,9916558924,Active,2024-01-01,F
HCP00845,Dr_845,Physician,HOS0528,T114,DM,1,Pune,dr844@novacure.com,9217068298,Active,2024-01-01,F
HCP00846,Dr_846,Oncologist,HOS0031,T115,DM,4,Pune,dr845@novacure.com,9820676079,Active,2024-01-01,F
HCP00847,Dr_847,Physician,HOS0375,T059,MBBS,30,Chennai,dr846@novacure.com,9180098996,Active,2024-01-01,M
HCP00848,Dr_848,Neurologist,HOS0019,T081,MD,25,Pune,dr847@novacure.com,9482008975,Inactive,2024-01-01,M
HCP00849,Dr_849,Neurologist,HOS0580,T150,MD,15,Hyderabad,dr848@novacure.com,9360682128,Active,2024-01-01,F
HCP00850,Dr_850,Neurologist,HOS0693,T053,MBBS,16,Chennai,dr849@novacure.com,9743791973,Active,2024-01-01,M
HCP00851,Dr_851,Diabetologist,HOS0375,T119,MD,21,Pune,dr850@novacure.com,9482788773,Inactive,2024-01-01,M
HCP00852,Dr_852,Neurologist,HOS0086,T099,DM,26,Delhi,dr851@novacure.com,9315823855,Inactive,2024-01-01,M
HCP00853,Dr_853,Neurologist,HOS0858,T027,DM,28,Chennai,dr852@novacure.com,9596493763,Inactive,2024-01-01,F
HCP00854,Dr_854,Physician,HOS0705,T121,MD,15,Hyderabad,dr853@novacure.com,9236554192,Inactive,2024-01-01,F
HCP00855,Dr_855,Pulmonologist,HOS0374,T114,DM,12,Delhi,dr854@novacure.com,9864867059,Active,2024-01-01,M
HCP00856,Dr_856,Physician,HOS0206,T010,MD,11,Chennai,dr855@novacure.com,9128100030,Active,2024-01-01,F
HCP00857,Dr_857,Cardiologist,HOS0845,T089,DM,28,Hyderabad,dr856@novacure.com,9908465122,Active,2024-01-01,F
HCP00858,Dr_858,Diabetologist,HOS0983,T187,MD,6,Hyderabad,dr857@novacure.com,9311059582,Inactive,2024-01-01,M
HCP00859,Dr_859,Pulmonologist,HOS0157,T173,MBBS,18,Hyderabad,dr858@novacure.com,9436487938,Active,2024-01-01,M
HCP00860,Dr_860,Neurologist,HOS0520,T054,MD,21,Delhi,dr859@novacure.com,9630605217,Active,2024-01-01,F
HCP00861,Dr_861,Diabetologist,HOS0024,T170,MD,35,Pune,dr860@novacure.com,9292633419,Inactive,2024-01-01,M
HCP00862,Dr_862,Physician,HOS0688,T087,MBBS,7,Hyderabad,dr861@novacure.com,9204158159,Inactive,2024-01-01,M
HCP00863,Dr_863,Physician,HOS0552,T013,MD,10,Chennai,dr862@novacure.com,9942881097,Active,2024-01-01,F
HCP00864,Dr_864,Physician,HOS0314,T096,MBBS,25,Delhi,dr863@novacure.com,9929727795,Inactive,2024-01-01,F
HCP00865,Dr_865,Diabetologist,HOS0388,T193,DM,24,Chennai,dr864@novacure.com,9792542995,Inactive,2024-01-01,F
HCP00866,Dr_866,Neurologist,HOS0437,T168,MD,29,Hyderabad,dr865@novacure.com,9250665239,Inactive,2024-01-01,F
HCP00867,Dr_867,Oncologist,HOS0140,T127,MBBS,29,Chennai,dr866@novacure.com,9356737266,Active,2024-01-01,M
HCP00868,Dr_868,Pulmonologist,HOS0242,T116,MBBS,7,Hyderabad,dr867@novacure.com,9278366688,Inactive,2024-01-01,F
HCP00869,Dr_869,Diabetologist,HOS0836,T089,MBBS,24,Chennai,dr868@novacure.com,9482385241,Active,2024-01-01,M
HCP00870,Dr_870,Oncologist,HOS0365,T147,MD,23,Chennai,dr869@novacure.com,9189981386,Inactive,2024-01-01,F
HCP00871,Dr_871,Cardiologist,HOS0079,T165,DM,23,Pune,dr870@novacure.com,9461911454,Active,2024-01-01,M
HCP00872,Dr_872,Oncologist,HOS0977,T001,MBBS,4,Delhi,dr871@novacure.com,9575560029,Inactive,2024-01-01,M
HCP00873,Dr_873,Cardiologist,HOS0312,T120,MBBS,12,Chennai,dr872@novacure.com,9421101959,Active,2024-01-01,M
HCP00874,Dr_874,Oncologist,HOS0987,T057,MD,13,Pune,dr873@novacure.com,9672713035,Inactive,2024-01-01,F
HCP00875,Dr_875,Neurologist,HOS0990,T057,MD,13,Pune,dr874@novacure.com,9742006185,Active,2024-01-01,M
HCP00876,Dr_876,Cardiologist,HOS0014,T087,MD,18,Chennai,dr875@novacure.com,9866486478,Inactive,2024-01-01,F
HCP00877,Dr_877,Pulmonologist,HOS0061,T160,MBBS,15,Delhi,dr876@novacure.com,9768197773,Inactive,2024-01-01,F
HCP00878,Dr_878,Oncologist,HOS0242,T164,DM,22,Delhi,dr877@novacure.com,9951429262,Inactive,2024-01-01,F
HCP00879,Dr_879,Diabetologist,HOS0781,T119,DM,32,Pune,dr878@novacure.com,9872348857,Inactive,2024-01-01,M
HCP00880,Dr_880,Physician,HOS0420,T010,MD,31,Hyderabad,dr879@novacure.com,9922350964,Inactive,2024-01-01,F
HCP00881,Dr_881,Oncologist,HOS0002,T011,MBBS,26,Delhi,dr880@novacure.com,9481500598,Active,2024-01-01,M
HCP00882,Dr_882,Pulmonologist,HOS0179,T087,MD,12,Hyderabad,dr881@novacure.com,9254049323,Active,2024-01-01,F
HCP00883,Dr_883,Physician,HOS0364,T054,MBBS,22,Delhi,dr882@novacure.com,9538593645,Inactive,2024-01-01,M
HCP00884,Dr_884,Pulmonologist,HOS0490,T045,MBBS,24,Delhi,dr883@novacure.com,9146979627,Inactive,2024-01-01,M
HCP00885,Dr_885,Oncologist,HOS0797,T059,MBBS,1,Hyderabad,dr884@novacure.com,9562618155,Inactive,2024-01-01,F
HCP00886,Dr_886,Neurologist,HOS0762,T036,MD,15,Chennai,dr885@novacure.com,9682552495,Inactive,2024-01-01,F
HCP00887,Dr_887,Pulmonologist,HOS0599,T010,MD,25,Delhi,dr886@novacure.com,9357054320,Inactive,2024-01-01,F
HCP00888,Dr_888,Oncologist,HOS0951,T035,MBBS,9,Hyderabad,dr887@novacure.com,9940561101,Inactive,2024-01-01,F
HCP00889,Dr_889,Cardiologist,HOS0121,T182,MD,26,Chennai,dr888@novacure.com,9528105182,Active,2024-01-01,M
HCP00890,Dr_890,Diabetologist,HOS0705,T006,MBBS,14,Chennai,dr889@novacure.com,9195257530,Active,2024-01-01,M
HCP00891,Dr_891,Oncologist,HOS0710,T176,DM,1,Pune,dr890@novacure.com,9761052307,Active,2024-01-01,F
HCP00892,Dr_892,Diabetologist,HOS0355,T107,DM,10,Delhi,dr891@novacure.com,9992722636,Inactive,2024-01-01,M
HCP00893,Dr_893,Diabetologist,HOS0045,T019,MD,32,Pune,dr892@novacure.com,9288661031,Inactive,2024-01-01,M
HCP00894,Dr_894,Oncologist,HOS0235,T122,MD,33,Hyderabad,dr893@novacure.com,9366834712,Active,2024-01-01,M
HCP00895,Dr_895,Oncologist,HOS0145,T066,MBBS,13,Chennai,dr894@novacure.com,9696531754,Active,2024-01-01,M
HCP00896,Dr_896,Pulmonologist,HOS0709,T060,DM,1,Hyderabad,dr895@novacure.com,9106919498,Inactive,2024-01-01,F
HCP00897,Dr_897,Pulmonologist,HOS0119,T079,MBBS,31,Chennai,dr896@novacure.com,9441243478,Inactive,2024-01-01,M
HCP00898,Dr_898,Diabetologist,HOS0324,T175,MD,6,Delhi,dr897@novacure.com,9291410633,Inactive,2024-01-01,M
HCP00899,Dr_899,Pulmonologist,HOS0491,T063,DM,16,Delhi,dr898@novacure.com,9366985034,Active,2024-01-01,F
HCP00900,Dr_900,Physician,HOS0934,T109,MD,26,Delhi,dr899@novacure.com,9761815984,Active,2024-01-01,F
HCP00901,Dr_901,Pulmonologist,HOS0355,T150,MBBS,33,Hyderabad,dr900@novacure.com,9707657483,Active,2024-01-01,F
HCP00902,Dr_902,Neurologist,HOS0829,T005,DM,35,Delhi,dr901@novacure.com,9993034894,Active,2024-01-01,F
HCP00903,Dr_903,Pulmonologist,HOS0035,T058,MD,27,Delhi,dr902@novacure.com,9262372001,Inactive,2024-01-01,M
HCP00904,Dr_904,Pulmonologist,HOS0010,T080,MBBS,31,Chennai,dr903@novacure.com,9579608994,Inactive,2024-01-01,M
HCP00905,Dr_905,Pulmonologist,HOS0981,T012,MD,31,Chennai,dr904@novacure.com,9315417140,Inactive,2024-01-01,F
HCP00906,Dr_906,Pulmonologist,HOS0469,T122,MBBS,31,Hyderabad,dr905@novacure.com,9457357860,Inactive,2024-01-01,M
HCP00907,Dr_907,Pulmonologist,HOS0445,T029,MD,5,Hyderabad,dr906@novacure.com,9980675288,Active,2024-01-01,F
HCP00908,Dr_908,Oncologist,HOS0645,T193,MD,3,Hyderabad,dr907@novacure.com,9217338152,Inactive,2024-01-01,M
HCP00909,Dr_909,Oncologist,HOS0323,T046,DM,12,Delhi,dr908@novacure.com,9961615982,Inactive,2024-01-01,M
HCP00910,Dr_910,Neurologist,HOS0400,T118,MD,11,Pune,dr909@novacure.com,9715404476,Active,2024-01-01,M
HCP00911,Dr_911,Physician,HOS0595,T027,DM,21,Pune,dr910@novacure.com,9398904305,Inactive,2024-01-01,F
HCP00912,Dr_912,Oncologist,HOS0340,T163,DM,17,Chennai,dr911@novacure.com,9729208482,Inactive,2024-01-01,M
HCP00913,Dr_913,Oncologist,HOS0911,T099,MBBS,31,Chennai,dr912@novacure.com,9782973367,Inactive,2024-01-01,F
HCP00914,Dr_914,Cardiologist,HOS0466,T119,DM,25,Chennai,dr913@novacure.com,9446694055,Inactive,2024-01-01,F
HCP00915,Dr_915,Physician,HOS0651,T009,DM,29,Chennai,dr914@novacure.com,9161511367,Active,2024-01-01,F
HCP00916,Dr_916,Diabetologist,HOS0061,T150,DM,12,Hyderabad,dr915@novacure.com,9786218213,Active,2024-01-01,F
HCP00917,Dr_917,Diabetologist,HOS0294,T129,DM,30,Delhi,dr916@novacure.com,9943791857,Inactive,2024-01-01,F
HCP00918,Dr_918,Diabetologist,HOS0069,T179,DM,11,Pune,dr917@novacure.com,9508577850,Inactive,2024-01-01,M
HCP00919,Dr_919,Neurologist,HOS0203,T030,DM,14,Delhi,dr918@novacure.com,9979634309,Inactive,2024-01-01,F
HCP00920,Dr_920,Diabetologist,HOS0218,T193,DM,28,Hyderabad,dr919@novacure.com,9501405167,Inactive,2024-01-01,M
HCP00921,Dr_921,Diabetologist,HOS0707,T044,DM,24,Delhi,dr920@novacure.com,9706648746,Active,2024-01-01,F
HCP00922,Dr_922,Cardiologist,HOS0586,T171,MBBS,20,Chennai,dr921@novacure.com,9412875247,Inactive,2024-01-01,M
HCP00923,Dr_923,Neurologist,HOS0884,T104,MBBS,9,Chennai,dr922@novacure.com,9111827075,Active,2024-01-01,M
HCP00924,Dr_924,Neurologist,HOS0485,T039,DM,5,Chennai,dr923@novacure.com,9661840231,Inactive,2024-01-01,F
HCP00925,Dr_925,Cardiologist,HOS0016,T046,MD,13,Chennai,dr924@novacure.com,9664457173,Active,2024-01-01,M
HCP00926,Dr_926,Pulmonologist,HOS0908,T095,MD,27,Chennai,dr925@novacure.com,9327140895,Inactive,2024-01-01,M
HCP00927,Dr_927,Neurologist,HOS0941,T142,DM,22,Hyderabad,dr926@novacure.com,9840206146,Active,2024-01-01,F
HCP00928,Dr_928,Pulmonologist,HOS0399,T017,MBBS,13,Pune,dr927@novacure.com,9129490231,Active,2024-01-01,M
HCP00929,Dr_929,Neurologist,HOS0694,T023,MD,12,Pune,dr928@novacure.com,9767571500,Active,2024-01-01,F
HCP00930,Dr_930,Physician,HOS0006,T142,DM,2,Chennai,dr929@novacure.com,9997902806,Active,2024-01-01,F
HCP00931,Dr_931,Neurologist,HOS0573,T193,DM,19,Pune,dr930@novacure.com,9266535401,Active,2024-01-01,F
HCP00932,Dr_932,Physician,HOS0772,T027,MBBS,31,Hyderabad,dr931@novacure.com,9881714446,Inactive,2024-01-01,M
HCP00933,Dr_933,Pulmonologist,HOS0104,T124,DM,22,Chennai,dr932@novacure.com,9109068299,Inactive,2024-01-01,M
HCP00934,Dr_934,Physician,HOS0317,T178,MBBS,27,Hyderabad,dr933@novacure.com,9601367947,Active,2024-01-01,M
HCP00935,Dr_935,Oncologist,HOS0224,T056,MD,21,Chennai,dr934@novacure.com,9339455629,Active,2024-01-01,F
HCP00936,Dr_936,Cardiologist,HOS0822,T126,DM,32,Hyderabad,dr935@novacure.com,9507820540,Inactive,2024-01-01,M
HCP00937,Dr_937,Diabetologist,HOS0546,T157,DM,33,Hyderabad,dr936@novacure.com,9749556628,Active,2024-01-01,F
HCP00938,Dr_938,Neurologist,HOS0154,T061,MD,28,Pune,dr937@novacure.com,9907575755,Inactive,2024-01-01,F
HCP00939,Dr_939,Neurologist,HOS0667,T096,MD,1,Hyderabad,dr938@novacure.com,9435257376,Active,2024-01-01,F
HCP00940,Dr_940,Cardiologist,HOS0020,T159,MBBS,1,Pune,dr939@novacure.com,9960435443,Active,2024-01-01,F
HCP00941,Dr_941,Physician,HOS0170,T130,MD,24,Pune,dr940@novacure.com,9818497685,Inactive,2024-01-01,F
HCP00942,Dr_942,Pulmonologist,HOS0216,T167,MD,31,Delhi,dr941@novacure.com,9790816429,Inactive,2024-01-01,F
HCP00943,Dr_943,Oncologist,HOS0382,T063,MBBS,5,Delhi,dr942@novacure.com,9532338627,Inactive,2024-01-01,M
HCP00944,Dr_944,Oncologist,HOS0831,T086,MD,19,Hyderabad,dr943@novacure.com,9279297012,Active,2024-01-01,F
HCP00945,Dr_945,Neurologist,HOS0928,T084,DM,32,Hyderabad,dr944@novacure.com,9699457962,Inactive,2024-01-01,F
HCP00946,Dr_946,Cardiologist,HOS0876,T150,MBBS,6,Delhi,dr945@novacure.com,9552932046,Inactive,2024-01-01,F
HCP00947,Dr_947,Oncologist,HOS0805,T001,MBBS,18,Delhi,dr946@novacure.com,9285535904,Active,2024-01-01,M
HCP00948,Dr_948,Physician,HOS0808,T011,MD,32,Hyderabad,dr947@novacure.com,9686783887,Inactive,2024-01-01,F
HCP00949,Dr_949,Diabetologist,HOS0653,T093,MD,2,Pune,dr948@novacure.com,9732563600,Active,2024-01-01,M
HCP00950,Dr_950,Pulmonologist,HOS0259,T002,DM,13,Chennai,dr949@novacure.com,9517401714,Active,2024-01-01,F
HCP00951,Dr_951,Pulmonologist,HOS0546,T176,MD,1,Delhi,dr950@novacure.com,9206089546,Active,2024-01-01,F
HCP00952,Dr_952,Diabetologist,HOS0486,T140,MD,32,Hyderabad,dr951@novacure.com,9331668553,Active,2024-01-01,F
HCP00953,Dr_953,Diabetologist,HOS0559,T151,MBBS,25,Hyderabad,dr952@novacure.com,9177746371,Inactive,2024-01-01,F
HCP00954,Dr_954,Oncologist,HOS0063,T066,MD,6,Pune,dr953@novacure.com,9383072144,Inactive,2024-01-01,F
HCP00955,Dr_955,Oncologist,HOS0019,T140,DM,35,Pune,dr954@novacure.com,9736628378,Inactive,2024-01-01,F
HCP00956,Dr_956,Diabetologist,HOS0209,T032,DM,15,Chennai,dr955@novacure.com,9880548195,Active,2024-01-01,M
HCP00957,Dr_957,Pulmonologist,HOS0362,T126,DM,34,Pune,dr956@novacure.com,9940952978,Active,2024-01-01,F
HCP00958,Dr_958,Cardiologist,HOS0801,T185,MD,4,Delhi,dr957@novacure.com,9754311785,Active,2024-01-01,M
HCP00959,Dr_959,Physician,HOS0737,T096,MBBS,30,Delhi,dr958@novacure.com,9179267653,Inactive,2024-01-01,F
HCP00960,Dr_960,Diabetologist,HOS0140,T019,MD,14,Chennai,dr959@novacure.com,9372059624,Active,2024-01-01,F
HCP00961,Dr_961,Cardiologist,HOS0605,T173,DM,22,Pune,dr960@novacure.com,9174193443,Inactive,2024-01-01,M
HCP00962,Dr_962,Cardiologist,HOS0732,T032,DM,3,Pune,dr961@novacure.com,9313020801,Active,2024-01-01,F
HCP00963,Dr_963,Neurologist,HOS0424,T047,MBBS,21,Hyderabad,dr962@novacure.com,9409268378,Inactive,2024-01-01,F
HCP00964,Dr_964,Pulmonologist,HOS0438,T193,MD,25,Hyderabad,dr963@novacure.com,9813894361,Inactive,2024-01-01,M
HCP00965,Dr_965,Diabetologist,HOS0462,T075,DM,9,Hyderabad,dr964@novacure.com,9355211139,Active,2024-01-01,M
HCP00966,Dr_966,Diabetologist,HOS0415,T143,DM,9,Chennai,dr965@novacure.com,9753617028,Inactive,2024-01-01,F
HCP00967,Dr_967,Physician,HOS0005,T059,DM,8,Pune,dr966@novacure.com,9233746041,Active,2024-01-01,M
HCP00968,Dr_968,Oncologist,HOS0443,T023,DM,5,Chennai,dr967@novacure.com,9170745140,Inactive,2024-01-01,F
HCP00969,Dr_969,Physician,HOS0126,T150,MBBS,9,Delhi,dr968@novacure.com,9551209099,Active,2024-01-01,M
HCP00970,Dr_970,Cardiologist,HOS0954,T002,MBBS,34,Chennai,dr969@novacure.com,9706778764,Active,2024-01-01,M
HCP00971,Dr_971,Physician,HOS0302,T046,DM,11,Chennai,dr970@novacure.com,9195624179,Active,2024-01-01,F
HCP00972,Dr_972,Oncologist,HOS1000,T197,DM,23,Chennai,dr971@novacure.com,9298591600,Inactive,2024-01-01,F
HCP00973,Dr_973,Neurologist,HOS0737,T171,MD,16,Pune,dr972@novacure.com,9655560901,Inactive,2024-01-01,M
HCP00974,Dr_974,Oncologist,HOS0272,T104,MBBS,15,Delhi,dr973@novacure.com,9962676686,Active,2024-01-01,M
HCP00975,Dr_975,Physician,HOS0378,T070,MBBS,7,Delhi,dr974@novacure.com,9487391495,Inactive,2024-01-01,F
HCP00976,Dr_976,Oncologist,HOS0106,T129,MD,33,Delhi,dr975@novacure.com,9208267349,Inactive,2024-01-01,M
HCP00977,Dr_977,Pulmonologist,HOS0051,T149,MD,17,Pune,dr976@novacure.com,9750868135,Active,2024-01-01,M
HCP00978,Dr_978,Diabetologist,HOS0548,T034,MD,15,Delhi,dr977@novacure.com,9609739493,Inactive,2024-01-01,F
HCP00979,Dr_979,Diabetologist,HOS0520,T185,DM,3,Delhi,dr978@novacure.com,9816653536,Inactive,2024-01-01,F
HCP00980,Dr_980,Diabetologist,HOS0638,T118,MBBS,23,Chennai,dr979@novacure.com,9795232535,Inactive,2024-01-01,M
HCP00981,Dr_981,Physician,HOS0110,T200,MBBS,17,Hyderabad,dr980@novacure.com,9754957989,Active,2024-01-01,F
HCP00982,Dr_982,Pulmonologist,HOS0230,T185,MD,18,Chennai,dr981@novacure.com,9983042783,Inactive,2024-01-01,M
HCP00983,Dr_983,Neurologist,HOS0411,T036,MBBS,14,Chennai,dr982@novacure.com,9323219603,Active,2024-01-01,M
HCP00984,Dr_984,Pulmonologist,HOS0786,T050,MBBS,34,Chennai,dr983@novacure.com,9344391262,Inactive,2024-01-01,M
HCP00985,Dr_985,Physician,HOS0872,T092,MBBS,30,Delhi,dr984@novacure.com,9356229462,Active,2024-01-01,F
HCP00986,Dr_986,Diabetologist,HOS0419,T022,MBBS,5,Delhi,dr985@novacure.com,9684824418,Inactive,2024-01-01,F
HCP00987,Dr_987,Oncologist,HOS0729,T199,MD,27,Hyderabad,dr986@novacure.com,9849516150,Active,2024-01-01,M
HCP00988,Dr_988,Neurologist,HOS0896,T156,MD,30,Hyderabad,dr987@novacure.com,9118654252,Active,2024-01-01,M
